['','a',0.074515248],
['','ai',0.112056072],
['','an',0.216938648],
['','ang',0.005309967],
['','ao',0.033422047],
['b','a',0.352357543],
['b','ai',0.181111488],
['b','an',0.223630498],
['b','ang',0.049924029],
['b','ao',0.315559340],
['b','ei',0.347724563],
['b','en',0.213480323],
['b','eng',0.006913552],
['b','i',0.328991619],
['b','ian',0.310491227],
['b','iao',0.166495252],
['b','ie',0.098157653],
['b','in',0.014913386],
['b','ing',0.280160076],
['b','o',0.131636546],
['b','u',1.522000954],
['c','a',0.004931681],
['c','ai',0.220825907],
['c','an',0.072990731],
['c','ang',0.033867514],
['c','ao',0.044142238],
['c','e',0.066836339],
['c','en',0.000682156],
['c','eng',0.074377785],
['ch','a',0.137223509],
['ch','ai',0.007885625],
['ch','an',0.208447352],
['ch','ang',0.441484369],
['ch','ao',0.086178574],
['ch','e',0.087261754],
['ch','en',0.156020532],
['ch','eng',0.468353069],
['ch','i',0.163560430],
['ch','ong',0.222647056],
['ch','ou',0.044549464],
['ch','u',0.633800274],
['ch','uai',0.001157598],
['ch','uan',0.145756148],
['ch','uang',0.066640994],
['ch','ui',0.019219239],
['ch','un',0.041764506],
['ch','uo',0.002985985],
['c','i',0.341777916],
['c','ong',0.210539297],
['c','ou',0.003082106],
['c','u',0.026201524],
['c','uan',0.003563750],
['c','ui',0.027105378],
['c','un',0.089764544],
['c','uo',0.049487345],
['d','a',0.761318041],
['d','ai',0.257780177],
['d','an',0.360244201],
['d','ang',0.292608396],
['d','ao',0.926565775],
['d','e',5.047661595],
['d','eng',0.184903137],
['d','i',0.459324826],
['d','ia',0.000128163],
['d','ian',0.300473345],
['d','iao',0.088424522],
['d','ie',0.020139120],
['d','ing',0.270225913],
['d','iu',0.005835021],
['d','ong',0.374623745],
['d','ou',0.305291335],
['d','u',0.215813087],
['d','uan',0.128137909],
['d','ui',0.458909335],
['d','un',0.047456896],
['d','uo',0.280192113],
['','e',0.082969856],
['','ei',0.000056846],
['','en',0.023952474],
['','er',0.700731186],
['f','a',0.563237920],
['f','an',0.248156090],
['f','ang',0.452164252],
['f','ei',0.223819645],
['f','en',0.293578918],
['f','eng',0.150863533],
['f','iao',0.000002067],
['f','o',0.024308539],
['f','ou',0.033548657],
['f','u',0.550213376],
['g','a',0.003176679],
['g','ai',0.173833598],
['g','an',0.221541140],
['g','ang',0.074126626],
['g','ao',0.248080636],
['g','e',1.031086601],
['g','ei',0.112582675],
['g','en',0.102207179],
['g','eng',0.106117694],
['g','ong',0.555098550],
['g','ou',0.119650231],
['g','u',0.251242328],
['g','ua',0.022195405],
['g','uai',0.028790099],
['g','uan',0.408689189],
['g','uang',0.123973138],
['g','ui',0.147848610],
['g','un',0.009633910],
['g','uo',0.954409120],
['h','a',0.027126052],
['h','ai',0.406090793],
['h','an',0.108078375],
['h','ang',0.302499662],
['h','ao',0.297481163],
['h','e',0.724439222],
['h','ei',0.042910737],
['h','en',0.166341767],
['h','eng',0.030374563],
['h','ong',0.078356514],
['h','ou',0.387636397],
['h','u',0.246628472],
['h','ua',0.411835375],
['h','uai',0.050819100],
['h','uan',0.122732337],
['h','uang',0.097422785],
['h','ui',0.612617773],
['h','un',0.050507996],
['h','uo',0.367386687],
['j','i',1.583115975],
['j','ia',0.543618171],
['j','ian',0.760294294],
['j','iang',0.290457016],
['j','iao',0.467542750],
['j','ie',0.576757019],
['j','in',0.612888048],
['j','ing',0.606281982],
['j','iong',0.002599946],
['j','iu',0.604722843],
['j','u',0.358547079],
['j','uan',0.036582702],
['j','ue',0.132416370],
['j','un',0.240415163],
['k','a',0.031652056],
['k','ai',0.207601890],
['k','an',0.242654394],
['k','ang',0.047069305],
['k','ao',0.067860089],
['k','e',0.648605137],
['k','en',0.025130743],
['k','eng',0.002969448],
['k','ong',0.134918645],
['k','ou',0.108375010],
['k','u',0.069313288],
['k','ua',0.010798742],
['k','uai',0.084619947],
['k','uan',0.034715559],
['k','uang',0.080077405],
['k','ui',0.021201112],
['k','un',0.028478994],
['k','uo',0.042330906],
['l','a',0.149961227],
['l','ai',0.579608118],
['l','an',0.063544935],
['l','ang',0.039491686],
['l','ao',0.169082276],
['l','e',1.150793675],
['l','ei',0.124793275],
['l','eng',0.032151269],
['l','i',1.199071224],
['l','ia',0.006377129],
['l','ian',0.203319808],
['l','iang',0.325238208],
['l','iao',0.070139114],
['l','ie',0.086208029],
['l','in',0.101132268],
['l','ing',0.238265334],
['l','iu',0.212337710],
['l','ong',0.064704086],
['l','ou',0.028446439],
['l','u',0.306383819],
['l','uan',0.030350275],
['l','ue',0.031771950],
['l','un',0.137707737],
['l','uo',0.089157320],
['l','u',0.000068216],
['m','a',0.448178810],
['m','ai',0.071305495],
['m','an',0.099219646],
['m','ang',0.034750182],
['m','ao',0.089982111],
['m','ei',0.484676757],
['m','en',0.719526661],
['m','eng',0.070012501],
['m','i',0.119176854],
['m','ian',0.261101556],
['m','iao',0.037271578],
['m','ie',0.019710184],
['m','in',0.184865931],
['m','ing',0.360964600],
['m','iu',0.002218558],
['m','o',0.144013547],
['m','ou',0.059648375],
['m','u',0.211168225],
['n','a',0.424266642],
['n','ai',0.036901558],
['n','an',0.184818901],
['n','ang',0.003986480],
['n','ao',0.048948338],
['n','e',0.058296464],
['n','ei',0.119798030],
['n','en',0.001915723],
['n','eng',0.343847124],
['n','i',0.421775736],
['n','ian',0.361603344],
['n','iang',0.021142713],
['n','iao',0.010903650],
['n','ie',0.008089754],
['n','in',0.026404620],
['n','ing',0.023690981],
['n','iu',0.027491421],
['n','ong',0.053761157],
['n','ou',0.000106974],
['n','u',0.130986943],
['n','uan',0.005044856],
['n','ue',0.001790144],
['n','uo',0.027572553],
['','o',0.003545146],
['','ou',0.119253854],
['p','a',0.050618070],
['p','ai',0.092288523],
['p','an',0.058203443],
['p','ang',0.027067137],
['p','ao',0.052055767],
['p','ei',0.059610130],
['p','en',0.008718166],
['p','eng',0.053973556],
['p','i',0.090816201],
['p','ian',0.082379683],
['p','iao',0.034165184],
['p','ie',0.002682114],
['p','in',0.097128216],
['p','ing',0.139696325],
['p','o',0.082209663],
['p','ou',0.001967918],
['p','u',0.068323130],
['q','i',1.074352368],
['q','ia',0.011097444],
['q','ian',0.330721816],
['q','iang',0.121951474],
['q','iao',0.060456111],
['q','ie',0.149174162],
['q','in',0.104400933],
['q','ing',0.401109501],
['q','iong',0.012845728],
['q','iu',0.127518801],
['q','u',0.373545731],
['q','uan',0.260923784],
['q','ue',0.164940244],
['q','un',0.038609017],
['r','an',0.284525357],
['r','ang',0.070596465],
['r','ao',0.017506615],
['r','e',0.037488627],
['r','en',1.200055183],
['r','eng',0.039035882],
['r','i',0.188013150],
['r','ong',0.085851448],
['r','ou',0.024085806],
['r','u',0.348083212],
['r','uan',0.015757296],
['r','ui',0.015328881],
['r','un',0.008988444],
['r','uo',0.046756652],
['s','a',0.025832021],
['s','ai',0.029120843],
['s','an',0.180755938],
['s','ang',0.017107138],
['s','ao',0.022241400],
['s','e',0.080801424],
['s','en',0.015262215],
['s','eng',0.003576670],
['sh','a',0.078228351],
['sh','ai',0.002222692],
['sh','an',0.144990784],
['sh','ang',0.667505002],
['sh','ao',0.143332422],
['sh','e',0.237802299],
['sh','ei',0.031796756],
['sh','en',0.516222359],
['sh','eng',0.572169000],
['sh','i',3.599498896],
['sh','ou',0.415617211],
['sh','u',0.450286775],
['sh','ua',0.007348684],
['sh','uai',0.008906792],
['sh','uan',0.002292460],
['sh','uang',0.039971782],
['sh','ui',0.595830006],
['sh','un',0.022312198],
['sh','uo',0.005103253],
['s','i',0.545880655],
['s','o',0.000000517],
['s','ong',0.080419002],
['s','ou',0.009450965],
['s','u',0.166491636],
['s','uan',0.062800247],
['s','ui',0.131140430],
['s','un',0.036549627],
['s','uo',0.313541292],
['t','a',1.232552182],
['t','ai',0.213781090],
['t','an',0.117896259],
['t','ang',0.064208487],
['t','ao',0.075377764],
['t','e',0.124644441],
['t','eng',0.014465334],
['t','i',0.270008347],
['t','ian',0.254155447],
['t','iao',0.126112627],
['t','ie',0.032593639],
['t','ing',0.163737168],
['t','ong',0.471825865],
['t','ou',0.207303707],
['t','u',0.177138957],
['t','uan',0.054373549],
['t','ui',0.078861928],
['t','un',0.008283033],
['t','uo',0.059733127],
['','u',0.000011369],
['w','a',0.025500246],
['w','ai',0.155498580],
['w','an',0.235920682],
['w','ang',0.282519200],
['w','ei',1.085224495],
['w','en',0.360336704],
['w','eng',0.004907907],
['w','o',0.903113546],
['w','u',0.688135574],
['x','i',0.561308243],
['x','ia',0.377645390],
['x','ian',0.602959572],
['x','iang',0.789628564],
['x','iao',0.418109147],
['x','ie',0.386562517],
['x','in',0.476263497],
['x','ing',0.428461905],
['x','iong',0.054273292],
['x','iu',0.067889547],
['x','u',0.301269198],
['x','uan',0.096533912],
['x','ue',0.265335576],
['x','un',0.090467889],
['y','a',0.148287877],
['y','ai',0.002686766],
['y','an',0.417141728],
['y','ang',0.363926292],
['y','ao',0.565139171],
['y','e',0.644098772],
['y','en',0.000005168],
['y','i',3.041355455],
['y','in',0.387251908],
['y','ing',0.363930429],
['y','o',0.002187035],
['y','ong',0.339382621],
['y','ou',1.422385451],
['y','u',0.875912560],
['y','uan',0.531242717],
['y','ue',0.203016456],
['y','un',0.115226549],
['z','a',0.041503530],
['z','ai',1.164276598],
['z','an',0.021820219],
['z','ang',0.010365675],
['z','ao',0.140868395],
['z','e',0.153720841],
['z','ei',0.003644368],
['z','en',0.058050474],
['z','eng',0.053568396],
['zh','a',0.026659396],
['zh','ai',0.026156045],
['zh','an',0.307270625],
['zh','ang',0.177804574],
['zh','ao',0.462702536],
['zh','e',1.009980063],
['zh','en',0.218729311],
['zh','eng',0.535325318],
['zh','i',1.424857753],
['zh','ong',0.953855648],
['zh','ou',0.124744181],
['zh','u',0.497898708],
['zh','ua',0.019063687],
['zh','uai',0.000000517],
['zh','uan',0.111354793],
['zh','uang',0.112298445],
['zh','ui',0.029845376],
['zh','un',0.059248383],
['zh','uo',0.027684182],
['z','i',0.826114629],
['z','ong',0.148660996],
['z','ou',0.108391029],
['z','u',0.176809767],
['z','uan',0.006094448],
['z','ui',0.194226975],
['z','un',0.019157226],
['z','uo',0.462520629]
